,seed,gamma,width,height,slip_p,escape_p,pi_rand_perf,pi_star_perf,iteration,epsilon_baseline,pi_b_perf,nb_trajectories,method,hyperparam,method_perf,run_time
0,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,SPIBB,3.0,0.6887524257826053,0.01715397834777832
1,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-SPIBB,3.0,0.39370151800017467,0.016416072845458984
2,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,R_min,3.0,0.4240323601509282,0.2704899311065674
3,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-R_min,3.0,0.1405953816248777,0.30407094955444336
4,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,0.01,0.014715484039100212,0.16623163223266602
5,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,0.05,0.029973005782851805,0.165726900100708
6,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,0.1,0.029974366649880103,0.16910099983215332
7,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,0.5,0.12186649436778473,1.6663882732391357
8,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,1.0,0.4160888002363777,1.680406093597412
9,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,2.0,0.947425230917936,1.639765739440918
10,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,DUIPI_bayesian,3.0,0.48698745132705257,1.6719701290130615
11,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-DUIPI_bayesian,0.01,0.014715484039100212,0.15891098976135254
12,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-DUIPI_bayesian,0.05,0.029973005782851805,0.17054104804992676
13,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-DUIPI_bayesian,0.1,0.029974366649880103,0.16372299194335938
14,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-DUIPI_bayesian,0.5,0.1099562304769618,1.656998872756958
15,2906597030,0.95,10,10,0.1,0.05,0.011323428362818301,3.1557322480196017,0,0.5,0.13862099647676732,100,shield-DUIPI_bayesian,1.0,0.4958317077980726,1.6498510837554932
