,seed,gamma,width,height,lag_p,pi_rand_perf,pi_star_perf,iteration,epsilon_baseline,pi_b_perf,nb_trajectories,method,hyperparam,method_perf,run_time
0,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,SPIBB,3,0.1936107522734945,1.9631130695343018
1,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,shield-SPIBB,3,0.19822283628837936,1.9755477905273438
2,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,DUIPI_bayesian,1,1.9360753383069114,135.22213673591614
3,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,shield-DUIPI_bayesian,1,1.6836937270657735,136.2918038368225
4,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,SPIBB,3,0.37999786540551095,2.111618995666504
5,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,shield-SPIBB,3,0.3849315168153272,2.1179120540618896
6,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,DUIPI_bayesian,1,3.8443796230606977,152.20225310325623
7,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,shield-DUIPI_bayesian,1,3.844379920219675,153.41249895095825
8,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,SPIBB,3,0.7962296697785863,3.0905239582061768
9,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,shield-SPIBB,3,0.7962017404868674,3.142958164215088
10,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,DUIPI_bayesian,1,4.010682446404633,174.30454397201538
11,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,shield-DUIPI_bayesian,1,4.0106824464046325,174.46327996253967
12,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,SPIBB,3,1.6384841590556807,3.3092260360717773
13,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,shield-SPIBB,3,1.649103139484406,3.3336329460144043
14,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,DUIPI_bayesian,1,4.397883449583677,192.99404001235962
15,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,shield-DUIPI_bayesian,1,4.397883449583678,193.07808208465576
16,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,SPIBB,3,3.6213337082672368,4.881448984146118
17,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,shield-SPIBB,3,3.6213337981578793,4.88660192489624
18,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,DUIPI_bayesian,1,4.401266686517654,208.30344915390015
19,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,shield-DUIPI_bayesian,1,4.401266686517656,208.6673321723938
20,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,SPIBB,3,4.085211658320803,5.624650955200195
21,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,shield-SPIBB,3,4.085211658320721,5.62887716293335
22,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,DUIPI_bayesian,1,4.401266686517656,222.85306000709534
23,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,shield-DUIPI_bayesian,1,4.401266686517656,222.128821849823
24,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,SPIBB,3,4.390331026645832,5.681102752685547
25,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,shield-SPIBB,3,4.390331026645832,5.504313945770264
26,37,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,DUIPI_bayesian,1,4.401266686517655,230.7150981426239
