,seed,gamma,width,height,lag_p,pi_rand_perf,pi_star_perf,iteration,epsilon_baseline,pi_b_perf,nb_trajectories,method,hyperparam,method_perf,run_time
0,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,SPIBB,3,0.08733784492765582,1.9529359340667725
1,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,shield-SPIBB,3,0.08733894882230424,1.8955891132354736
2,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,DUIPI_bayesian,1,3.819424057330771,137.34036207199097
3,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,500,shield-DUIPI_bayesian,1,3.840613859890412,139.91806316375732
4,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,SPIBB,3,0.15730375842355696,2.655074119567871
5,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,shield-SPIBB,3,0.4341170265872671,2.67461895942688
6,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,DUIPI_bayesian,1,3.731325412699742,149.16157793998718
7,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,1000,shield-DUIPI_bayesian,1,3.731948369550805,150.894672870636
8,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,SPIBB,3,1.013625845783342,3.219913959503174
9,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,shield-SPIBB,3,1.1867852873993636,3.1398751735687256
10,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,DUIPI_bayesian,1,4.27495886008695,172.1106698513031
11,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,2500,shield-DUIPI_bayesian,1,4.274958860086948,172.28873705863953
12,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,SPIBB,3,2.838248886009742,3.610535144805908
13,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,shield-SPIBB,3,2.838249737155384,3.5872628688812256
14,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,DUIPI_bayesian,1,4.307551368973102,196.831130027771
15,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,5000,shield-DUIPI_bayesian,1,4.307551368973101,198.46627926826477
16,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,SPIBB,3,3.614720992741162,4.819226026535034
17,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,shield-SPIBB,3,3.6147209927411623,4.598077058792114
18,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,DUIPI_bayesian,1,4.401265194117655,208.51740789413452
19,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,10000,shield-DUIPI_bayesian,1,4.401265194117655,208.63439512252808
20,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,SPIBB,3,3.7907442723159748,4.998228073120117
21,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,shield-SPIBB,3,3.7907442723159765,4.987645864486694
22,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,DUIPI_bayesian,1,4.401266686517655,219.8438229560852
23,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,15000,shield-DUIPI_bayesian,1,4.401266686517654,219.86820006370544
24,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,SPIBB,3,4.1650493981670715,6.591104030609131
25,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,shield-SPIBB,3,4.1650493981670715,6.407132863998413
26,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,DUIPI_bayesian,1,4.401266686517654,228.17737102508545
27,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,0,0.5,-0.1445678847182908,20000,shield-DUIPI_bayesian,1,4.401266686517654,228.17344617843628
28,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,1,0.5,-0.1445678847182908,500,SPIBB,3,0.12002402534970441,1.6634740829467773
29,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,1,0.5,-0.1445678847182908,500,shield-SPIBB,3,0.13219442827638964,1.6896119117736816
30,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,1,0.5,-0.1445678847182908,500,DUIPI_bayesian,1,2.984331218485037,132.60102605819702
31,42,0.95,9,9,0.0,-0.04320113645772413,4.401266686517655,1,0.5,-0.1445678847182908,500,shield-DUIPI_bayesian,1,2.984332322678199,135.03019285202026
