ID,TIME,FEATURE_0,FEATURE_1,ACTION,RISK,CLUSTER,NEXT_CLUSTER
0,62,2.4269808082551707,4.5820166194688285,2,-0.04,2,2
0,63,3.628941208575802,4.312987795399632,2,-0.04,2,2
0,64,3.37349720708545,4.588518497595604,1,-0.04,2,2
0,65,3.110871085880339,4.635689769052582,1,-0.04,2,2
0,66,3.445250091970735,4.851440428514585,2,-0.04,2,2
0,67,3.7875907589083013,4.044826100107819,1,-0.04,2,2
0,68,3.1913910842069284,4.936539619819191,2,-0.04,2,2
0,69,3.6327298770288907,4.809327565972217,2,-0.04,2,2
0,70,3.748614514541367,4.0256531730135015,2,-0.04,2,2
0,71,3.2114104174218467,4.542116414355717,0,-0.04,2,2
0,72,3.388546229335391,3.114978631631179,1,-0.04,2,2
0,73,3.650798712553092,4.3689896419589855,1,-0.04,2,2
0,74,3.6438632865235476,4.446198752950454,1,-0.04,2,2
0,75,3.8959234270515566,4.922147830329228,2,-0.04,2,2
0,76,3.461590087564936,4.133112521320181,2,-0.04,2,2
0,77,3.7474516313938535,4.905470562183103,0,-0.04,2,2
0,78,3.839268794530585,3.685186956501985,2,-0.04,2,2
0,79,3.2432223342452144,3.5792918310047526,1,-0.04,2,2
0,80,3.817378276823195,4.891152197485221,0,-0.04,2,2
0,81,3.361822436674209,3.867083428421675,0,-0.04,2,2
0,82,3.9412115046654876,2.7534836432609655,2,-0.04,2,2
0,83,3.389393240329987,2.5351466006033756,2,-0.04,2,2
0,84,3.4152042217274916,2.153755496895528,1,-0.04,2,2
0,85,3.266575610476507,3.5195515200461145,2,-0.04,2,2
0,86,3.5003742672878286,3.684127970763554,2,-0.04,2,2
0,87,3.31236573823963,3.4409139834786777,1,-0.04,2,2
0,88,3.3243426164933996,4.093387333607791,1,-0.04,2,2
0,89,3.4330199690205863,4.326070374690861,1,-0.04,2,2
0,90,3.2620587061790367,4.489758371622705,2,-0.04,2,2
0,91,3.430651941975748,4.459903872741846,2,-0.04,2,2
0,92,3.19802449413347,4.264354213916594,3,-0.04,2,2
0,93,2.7706598330759262,4.36363673078455,1,-0.04,2,2
0,94,2.6366747592114668,4.6943132594836054,2,-0.04,2,2
0,95,3.791974517212251,4.136744855336017,2,-0.04,2,2
0,96,3.0866224565876,4.672399702550541,0,-0.04,2,2
0,97,3.395800931868764,3.9875958801233513,2,-0.04,2,2
0,98,3.932831317328309,3.270543668852845,1,-0.04,2,2
0,99,3.9348973305090915,4.575116161845469,2,-0.04,2,2
0,100,3.779774765069722,4.458559420205205,1,-0.04,2,-1
1,1,1.6131667808976577,1.1252490575645768,2,-0.04,2,2
1,2,1.3409526722411278,1.637989263483266,2,-0.04,2,2
1,3,1.667705087519378,1.6799058572663186,2,-0.04,2,2
1,4,1.5529828419883445,1.2620688402782592,2,-0.04,2,2
1,5,1.9479375120113518,1.7794213924125315,0,-0.04,2,2
1,6,1.7926673718751664,0.7441994272577236,3,-0.04,2,2
1,7,0.34297241464525074,0.779560392850443,1,-0.04,2,2
1,8,0.47839333744321844,0.6224068579865462,2,-0.04,2,2
1,9,1.4242216273956432,0.20094781335694567,1,-0.04,2,2
1,10,1.1133996363408656,1.5266591063875978,1,-0.04,2,2
1,11,1.0470453283853618,2.5355417368135,2,-0.04,2,2
1,12,1.6906898341558843,2.881407868679344,0,-0.04,2,2
1,13,1.7851342539461084,1.990938791055254,1,-0.04,2,2
1,14,1.8665707365351834,2.013728599584511,2,-0.04,2,2
1,15,1.0987602249092379,2.6630791644045884,0,-0.04,2,2
1,16,1.9436214831918175,1.9920863616945732,1,-0.04,2,2
1,17,1.181458576920938,2.5085492398504883,1,-0.04,2,2
1,18,1.4363741051600682,2.8452682547138797,1,-0.04,2,2
1,19,1.5585621148908952,2.2466363401755434,1,-0.04,2,2
1,20,1.9425198616638617,2.4960185795198253,2,-0.04,2,2
1,21,1.879899338314807,2.1448107314412983,2,-0.04,2,2
1,22,1.4640317968210215,2.5294518311566647,0,-0.04,2,2
1,23,1.0835284968204562,1.1763485243461052,2,-0.04,2,2
1,24,1.9635189984506822,1.8288477045515337,3,-0.04,2,2
1,25,1.2097471473332924,1.2021899462761962,1,-0.04,2,2
1,26,1.1887998344833923,2.703556063889794,2,-0.04,2,2
1,27,1.2310639174742777,2.8108710351735775,0,-0.04,2,2
1,28,1.009590225135032,1.3903607166187801,2,-0.04,2,2
1,29,1.3379310290631266,1.9256789021484124,2,-0.04,2,2
1,30,1.4124899780891782,1.90820608499939,0,-0.04,2,2
1,31,1.4466291671896316,0.9458506602838471,3,-0.04,2,2
1,32,0.18364253496939198,0.45288000525160654,1,-0.04,2,2
1,33,0.030323327452390525,0.3089284152756232,0,-0.04,2,2
1,34,0.07482107804173455,0.773458917449671,1,-0.04,2,2
1,35,0.8385853449319229,0.7872234477163171,1,-0.04,2,2
1,36,0.6587869120159923,0.7639684929806413,1,-0.04,2,2
1,37,0.18149886967018936,0.19853522468079532,2,-0.04,2,2
1,38,1.0632115686358703,0.851516993281497,2,-0.04,2,2
1,39,2.8872447915349797,0.13827596811069598,0,-0.04,2,2
1,40,2.0570140885806576,0.12738779814433676,2,-0.04,2,2
1,41,2.41390660110808,0.07389559025457593,0,-0.04,2,2
1,42,2.6436654666632866,0.29303957728344376,1,-0.04,2,2
1,43,2.9069774601702267,1.5153286503519097,3,-0.04,2,2
1,44,2.2019002436419384,1.2132394129794908,2,-0.04,2,2
1,45,2.486797771797874,1.9841428405326265,1,-0.04,2,2
1,46,2.049808016115808,2.9188026364833473,3,-0.04,2,2
1,47,2.9700970478375974,2.8002466117398477,2,-0.04,2,2
1,48,2.441166102101192,2.5903596013408614,1,-0.04,2,2
1,49,2.753666607245723,3.339829677443068,2,-0.04,2,2
1,50,2.512610864348419,3.222798495976546,2,-0.04,2,2
1,51,2.1389553343950896,3.611361632901445,2,-0.04,2,2
1,52,2.469916636682198,3.227920399797927,0,-0.04,2,2
1,53,2.686043493774278,2.839084849545044,2,-0.04,2,2
1,54,2.912291988947077,2.971917679092138,1,-0.04,2,2
1,55,2.718218417436504,3.870123109612278,1,-0.04,2,2
1,56,2.733441951237894,4.143206016667332,0,-0.04,2,2
1,57,2.1350365815222454,3.5909903348659697,1,-0.04,2,2
1,58,2.8080001588059247,4.383329606570135,2,-0.04,2,2
1,59,3.995532992740361,4.4296822901080555,0,-0.04,2,2
1,60,3.585194816663958,3.6521082056952814,1,-0.04,2,2
1,61,3.900268438207596,4.66707010520344,1,-0.04,2,2
1,62,3.4751255252136284,4.899746051114196,2,-0.04,2,2
1,63,3.367386151424908,4.060634846075268,1,-0.04,2,2
1,64,3.7652298745233996,4.050380965737579,1,-0.04,2,2
1,65,3.869959265961476,4.303284143921168,1,-0.04,2,2
1,66,3.9969605002018826,4.708887007516323,1,-0.04,2,2
1,67,3.9392882182644153,4.404946341368197,2,-0.04,2,2
1,68,3.064590346665641,4.876385491618754,2,-0.04,2,2
1,69,3.866697955114022,4.561465100767363,0,-0.04,2,2
1,70,3.209180282125863,3.8652459545240814,0,-0.04,2,2
1,71,3.6084683205588113,2.2450041690011595,2,-0.04,2,2
1,72,3.6205095797869644,2.657801178359603,1,-0.04,2,2
1,73,3.4550013965085427,3.4522724497643655,1,-0.04,2,2
1,74,3.6137219096753506,4.254486432672437,2,-0.04,2,2
1,75,3.554436156799647,4.202169717166574,1,-0.04,2,2
1,76,3.211972900441613,4.158833362883267,1,-0.04,2,2
1,77,3.191143742395146,4.1700628480560695,1,-0.04,2,2
1,78,3.5270200799357374,4.244298768333263,2,-0.04,2,2
1,79,3.6244044186071314,4.011932663576079,1,-0.04,2,2
1,80,3.1766024048790786,4.027839908954388,2,-0.04,2,2
1,81,3.759607444751588,4.253633151440577,2,-0.04,2,2
1,82,3.7617444727354954,4.55381017807467,2,-0.04,2,2
1,83,3.2513442799207066,4.757082679695731,3,-0.04,2,2
1,84,2.9061729552228845,4.937230053856646,1,-0.04,2,2
1,85,2.4062507750555775,4.808929820369761,1,-0.04,2,2
1,86,2.946440644434019,4.006897628339638,1,-0.04,2,2
1,87,2.5791392021607265,4.959307927833926,2,-0.04,2,2
1,88,3.710473912049015,4.904371307829,1,-0.04,2,2
1,89,3.264131465275601,4.884295392041341,1,-0.04,2,2
1,90,3.531793735425162,4.924835698621883,1,-0.04,2,2
1,91,3.466765451896798,4.622000375230899,1,-0.04,2,2
1,92,3.67142721204551,4.586558629333998,2,-0.04,2,2
1,93,3.4511498635154645,4.358990703930145,2,-0.04,2,2
1,94,3.6576133730709035,4.257394337880541,2,-0.04,2,2
1,95,3.1194254538307318,4.333108603057173,1,-0.04,2,2
1,96,3.369708554439537,4.47532857436382,3,-0.04,2,2
1,97,2.28490006732528,4.606560457421942,2,-0.04,2,2
1,98,3.094808018863243,4.170468255658015,1,-0.04,2,2
1,99,3.57270002816175,4.643607879997133,1,-0.04,2,2
1,100,3.587493689110997,4.043517975583441,2,-0.04,2,-1
2,1,3.6613433369798902,4.036735602655654,2,-0.04,2,2
2,2,3.560825862257204,4.820072322087271,1,-0.04,2,2
2,3,3.9495152108408957,4.481028596112175,1,-0.04,2,2
2,4,3.6272636741674176,4.148744750114915,2,-0.04,2,2
2,5,3.005531885961155,4.341835255127615,2,-0.04,2,2
2,6,3.8020897864772336,4.924676979522921,1,-0.04,2,2
2,7,3.287896580918097,4.450729794216899,0,-0.04,2,2
2,8,3.0823540929185835,3.2840578691569506,1,-0.04,2,2
2,9,3.7646142471469886,4.158845082433225,0,-0.04,2,2
2,10,3.0125466305911752,3.9040648276765735,2,-0.04,2,2
2,11,3.0118353487616645,3.158755027288071,1,-0.04,2,2
2,12,3.6687524457609415,4.694702690537995,2,-0.04,2,2
2,13,3.6953652351944943,4.162681065170023,1,-0.04,2,2
2,14,3.0045843550945035,4.398588729987711,3,-0.04,2,2
2,15,2.5599402104256184,4.725597805882784,2,-0.04,2,2
2,16,3.0140852041648185,4.93839256910138,2,-0.04,2,2
2,17,3.4358059120143376,4.993813636628616,3,-0.04,2,2
2,18,2.543189525089749,4.221585478427411,1,-0.04,2,2
2,19,2.211890539895962,4.955952724274283,1,-0.04,2,2
2,20,2.7202554515393444,4.273428847343548,2,-0.04,2,2
2,21,3.319467899328178,4.528877739609442,2,-0.04,2,2
2,22,3.8806258794554362,4.760226921396598,1,-0.04,2,2
2,23,3.3350412019257987,4.682593835615825,3,-0.04,2,2
2,24,2.3320065010755235,4.299222870516242,1,-0.04,2,2
2,25,2.6746147376703853,4.089332325554117,2,-0.04,2,2
2,26,3.878659862708524,4.005241737896922,1,-0.04,2,2
2,27,3.457286302791549,4.880352435242562,0,-0.04,2,2
2,28,3.3543043677724986,3.6518051574358408,0,-0.04,2,2
2,29,3.7561573306579756,2.819879982983834,2,-0.04,2,2
2,30,3.628415891968439,2.3907328834931856,0,-0.04,2,2
2,31,3.2867613965035307,1.99374792723454,2,-0.04,2,2
2,32,4.981988906628941,1.2848580742722362,0,-0.04,2,1
2,33,4.4428840355088255,0.7110538534516619,None,-1.0,1,-1
3,1,2.757476442374821,4.24047579314698,3,-0.04,2,2
3,2,1.3970378960550938,4.333512495106533,1,-0.04,2,2
3,3,1.0570536697884627,4.680361646807373,2,-0.04,2,2
3,4,2.3561591688696866,4.748848427065566,2,-0.04,2,2
3,5,3.0906990241695036,4.3950685923633275,2,-0.04,2,2
3,6,3.035655523195907,4.463322405176655,0,-0.04,2,2
3,7,3.1935150852373946,3.5415461060545805,2,-0.04,2,2
3,8,3.967347454685986,3.7872826879443986,2,-0.04,2,2
3,9,3.5516311286684354,3.7431616816709328,1,-0.04,2,2
3,10,3.2911841993852944,4.572923378488565,2,-0.04,2,2
3,11,3.7457404496391065,4.772579641850072,1,-0.04,2,2
3,12,3.490179603372362,4.241930066751031,0,-0.04,2,2
3,13,3.9649501943114345,3.8320549346524517,2,-0.04,2,2
3,14,3.6763798724622356,3.9488203277687277,1,-0.04,2,2
3,15,3.4388582917943302,4.144318351598885,2,-0.04,2,2
3,16,3.46939241486723,4.508611356195581,1,-0.04,2,2
3,17,3.1042809290173436,4.003745891029766,1,-0.04,2,2
3,18,3.7033259673057994,4.202878447762949,3,-0.04,2,2
3,19,2.6654394456743855,4.191101350847996,2,-0.04,2,2
3,20,3.4763032873754245,4.9779154040600595,3,-0.04,2,2
3,21,2.0901685327298214,4.424718672144958,3,-0.04,2,2
3,22,1.7499318297578568,4.819863460628993,2,-0.04,2,2
3,23,2.3531461121727637,4.537922578010202,1,-0.04,2,2
3,24,2.3836697773658657,4.378307833822657,0,-0.04,2,2
3,25,2.253885324929042,3.4958463944128315,3,-0.04,2,2
3,26,2.362405743773252,3.1419319486511075,2,-0.04,2,2
3,27,2.465885393032553,3.1712733037231597,3,-0.04,2,2
3,28,2.418959118866132,3.7684020096702113,1,-0.04,2,2
3,29,2.9888843471304876,4.393930920305165,2,-0.04,2,2
3,30,3.936073937216421,4.0777766248491885,2,-0.04,2,2
3,31,3.237813254428819,4.4280875042040275,2,-0.04,2,2
3,32,3.483997429180455,4.910494627534337,1,-0.04,2,2
3,33,3.2765045835205417,4.923439626132762,0,-0.04,2,2
3,34,3.463077108782077,3.0215397844113574,1,-0.04,2,2
3,35,3.763062636664305,4.271706334446061,3,-0.04,2,2
3,36,2.539345108879249,4.563118161673465,2,-0.04,2,2
3,37,3.966807707673536,4.276667120842997,1,-0.04,2,2
3,38,3.709399452396836,4.26757201239804,2,-0.04,2,2
3,39,3.118095673514611,4.319970798386346,2,-0.04,2,2
3,40,3.834742694909904,4.677196522991173,2,-0.04,2,2
3,41,3.802463041215297,4.864941795794792,1,-0.04,2,2
3,42,3.1519021749221223,4.060383147505068,1,-0.04,2,2
3,43,3.8458072844651423,4.6779497138373465,1,-0.04,2,2
3,44,3.96132182616359,4.562464532590879,1,-0.04,2,2
3,45,3.774339932679113,4.514759751760073,2,-0.04,2,2
3,46,3.553869495102778,4.564680998358744,0,-0.04,2,2
3,47,3.062520030262833,3.938984326585299,2,-0.04,2,2
3,48,3.981538356477654,3.995354091850225,3,-0.04,2,2
3,49,3.393633522155171,3.948213457213951,0,-0.04,2,2
3,50,3.3448846151373672,2.584797768258775,2,-0.04,2,2
3,51,3.9527574348721934,2.038015117520948,1,-0.04,2,2
3,52,3.177236171786994,3.6382730714186486,2,-0.04,2,2
3,53,3.3032235059760042,3.889429243116766,1,-0.04,2,2
3,54,3.490791996368851,4.7248596885695,1,-0.04,2,2
3,55,3.1571222484844745,4.466373412291119,2,-0.04,2,2
3,56,3.3403326824383965,4.96048312344511,2,-0.04,2,2
3,57,3.6072639635574686,4.389412757419099,0,-0.04,2,2
3,58,3.9942513189532365,3.5170446224530836,1,-0.04,2,2
3,59,3.211235342026362,4.324432228389861,2,-0.04,2,2
3,60,3.002474827129583,4.852501898568266,2,-0.04,2,2
3,61,3.218730191653757,4.076493982717255,2,-0.04,2,2
3,62,3.053159446490848,4.065395751714333,2,-0.04,2,2
3,63,3.9028169060077937,4.914173608767532,3,-0.04,2,2
3,64,2.1258903464121452,4.458596783173111,2,-0.04,2,2
3,65,3.587837701045869,4.165034345236831,3,-0.04,2,2
3,66,2.986217916377333,4.320697557719043,2,-0.04,2,2
3,67,3.68645139955884,4.341546666925915,2,-0.04,2,2
3,68,3.1364025965694764,4.936690168239504,2,-0.04,2,2
3,69,3.647336192372359,4.388000283983944,3,-0.04,2,2
3,70,2.1112887211601548,4.968276073131552,1,-0.04,2,2
3,71,2.9722430964246147,4.5357694972312546,3,-0.04,2,2
3,72,1.7355369429106469,4.185163593878177,1,-0.04,2,2
3,73,1.2819957789374254,4.4350621422257746,1,-0.04,2,2
3,74,1.8205119563364949,4.806005582625574,1,-0.04,2,2
3,75,1.6621715208008567,4.508794491746614,2,-0.04,2,2
3,76,2.445902136617045,4.557283989820569,2,-0.04,2,2
3,77,3.3817255334542624,4.941719981708392,2,-0.04,2,2
3,78,3.2010342485322383,4.5953364484757255,2,-0.04,2,2
3,79,3.6343825926202378,4.449254975955132,1,-0.04,2,2
3,80,3.4217592133167978,4.571243329473211,1,-0.04,2,2
3,81,3.3970831213287855,4.78209271097463,0,-0.04,2,2
3,82,3.9295593807812716,3.7520987782998168,2,-0.04,2,2
3,83,3.3830356643188395,3.6056990682491743,0,-0.04,2,2
3,84,3.288703475886258,2.358300423695308,1,-0.04,2,2
3,85,3.1823189907430725,3.0753305554519095,1,-0.04,2,2
3,86,3.392043872054299,4.204660165786182,1,-0.04,2,2
3,87,3.769450585589875,4.011791069735444,1,-0.04,2,2
3,88,3.1130693452593245,4.94642257434619,1,-0.04,2,2
3,89,3.358854686405539,4.270382997148538,1,-0.04,2,2
3,90,3.1844453979970186,4.1645902151738285,2,-0.04,2,2
3,91,3.128794309905432,4.181101890393789,2,-0.04,2,2
3,92,3.7715094231291366,4.535326957605765,2,-0.04,2,2
3,93,3.0472036173615846,4.91636163063267,3,-0.04,2,2
3,94,2.2404204990297822,4.065699041143173,2,-0.04,2,2
3,95,3.7086016643765882,4.695977688614859,1,-0.04,2,2
3,96,3.1463298484867845,4.619125623555778,1,-0.04,2,2
3,97,3.6339285442042515,4.799766714775387,1,-0.04,2,2
3,98,3.308186048271878,4.668224358333785,2,-0.04,2,2
3,99,3.5450483028579125,4.235269229604128,2,-0.04,2,2
3,100,3.472847955167227,4.731963061157182,1,-0.04,2,-1
4,1,3.3551881328455053,2.1280201634653153,1,-0.04,2,2
4,2,3.312692540772802,3.4053662605022317,2,-0.04,2,2
4,3,3.1756878336233982,3.859362255910577,3,-0.04,2,2
4,4,3.77169855835038,3.0752497305826507,0,-0.04,2,2
4,5,3.2009120533199096,2.171792168205486,0,-0.04,2,2
4,6,3.7930189218247725,1.1654299751904114,1,-0.04,2,2
4,7,3.077894208786692,2.9024127035340914,2,-0.04,2,2
4,8,3.285461708638697,2.026029671309826,2,-0.04,2,2
4,9,3.010146754376555,2.8293510705139755,2,-0.04,2,2
4,10,3.9889877891543977,2.796122660861417,3,-0.04,2,2
4,11,3.2273291643434803,2.359479083344022,2,-0.04,2,2
4,12,3.92000524023876,2.8981297928573326,2,-0.04,2,2
4,13,3.7888791179094907,2.0683684159992257,1,-0.04,2,2
4,14,3.6517576061977035,3.9906393941250187,0,-0.04,2,2
4,15,3.196951580401583,2.7947322130104997,1,-0.04,2,2
4,16,3.735828155110114,3.422580973930486,2,-0.04,2,2
4,17,3.9889311883932566,3.936245484550644,2,-0.04,2,2
4,18,3.0481186561566767,3.463474559159087,0,-0.04,2,2
4,19,3.14375484598518,2.517511889189212,1,-0.04,2,2
4,20,3.488123582861181,3.87627150392139,3,-0.04,2,2
4,21,3.29704882930291,3.651271538102887,3,-0.04,2,2
4,22,3.6388700839444885,3.6224096372892713,2,-0.04,2,2
4,23,3.065118768714703,3.5357798458104206,0,-0.04,2,2
4,24,3.7875807630846974,2.016830461187428,1,-0.04,2,2
4,25,3.028460168279556,3.745412340542453,3,-0.04,2,2
4,26,3.1761909902911016,3.689343250103458,1,-0.04,2,2
4,27,3.8432956269483887,4.007505220897603,2,-0.04,2,2
4,28,3.557727103346303,4.961381904903174,1,-0.04,2,2
4,29,3.54235805205332,4.079280182334988,1,-0.04,2,2
4,30,3.2419740700366715,4.879095317674985,1,-0.04,2,2
4,31,3.2929939302281053,4.990585859486775,1,-0.04,2,2
4,32,3.1501136427872583,4.394623921341755,2,-0.04,2,2
4,33,3.35623425973183,4.901999487386734,2,-0.04,2,2
4,34,3.1676731732666528,4.849510208626992,1,-0.04,2,2
4,35,3.3322604492611916,4.117394348142815,2,-0.04,2,2
4,36,3.472788432460837,4.294254020533325,1,-0.04,2,2
4,37,3.775147914458193,4.527192568932586,1,-0.04,2,2
4,38,3.1405018552235537,4.527151505382559,2,-0.04,2,2
4,39,3.0396039003854454,4.684436547625048,1,-0.04,2,2
4,40,3.256499584498637,4.55804284584666,1,-0.04,2,2
4,41,3.5977761839439193,4.827306661670397,2,-0.04,2,2
4,42,3.823588807173994,4.312868151419002,2,-0.04,2,2
4,43,3.3548947296951113,4.383010610649647,1,-0.04,2,2
4,44,3.5664091333564354,4.870077213688999,2,-0.04,2,2
4,45,3.009872862462073,4.085675838445127,2,-0.04,2,2
4,46,3.314377057427206,4.360109870150988,0,-0.04,2,2
4,47,3.7580856919366825,3.5776272023443445,2,-0.04,2,2
4,48,3.000587328184766,3.326551026956341,1,-0.04,2,2
4,49,3.3499668216813068,4.754540033549628,2,-0.04,2,2
4,50,3.0891404465184307,4.872843316628622,2,-0.04,2,2
4,51,3.1346933477396313,4.09536228977148,3,-0.04,2,2
4,52,2.859164264990348,4.994618540767023,0,-0.04,2,2
4,53,2.467508268023559,3.6985615373127017,2,-0.04,2,2
4,54,2.817961439700997,3.8292307831929215,2,-0.04,2,2
4,55,2.8434986810618916,3.5531309890417293,2,-0.04,2,2
4,56,2.233276725721603,3.3146282120837296,3,-0.04,2,2
4,57,2.4522475888939423,3.3459962834504733,3,-0.04,2,2
4,58,2.3920638088924933,3.441381793660822,1,-0.04,2,2
4,59,2.1853985429240317,4.880500340557544,1,-0.04,2,2
4,60,2.549372989683745,4.309647764929355,1,-0.04,2,2
4,61,2.356636302037632,4.103498927787774,3,-0.04,2,2
4,62,1.8343802631369799,4.051745252365591,1,-0.04,2,2
4,63,1.0126090307337112,4.0630888346538985,1,-0.04,2,2
4,64,1.7982637645076047,4.525469972108352,1,-0.04,2,2
4,65,1.2933698396581503,4.0765616756451015,1,-0.04,2,2
4,66,1.5199593420040598,4.984887671505188,1,-0.04,2,2
4,67,1.1949695563317797,4.650490625115328,2,-0.04,2,2
4,68,2.670508055738028,4.2903232845596175,3,-0.04,2,2
4,69,1.433429799073227,4.608448058354889,2,-0.04,2,2
4,70,2.470904998798643,4.955445395040392,2,-0.04,2,2
4,71,3.8403342865622987,4.032957672830228,0,-0.04,2,2
4,72,3.352942747835049,3.367955084301106,3,-0.04,2,2
4,73,3.1643921002032833,3.5589623318174035,1,-0.04,2,2
4,74,3.000730943409278,4.915193870027401,2,-0.04,2,2
4,75,3.741264844550372,4.890357662654965,2,-0.04,2,2
4,76,3.975131258581157,4.475675911689182,1,-0.04,2,2
4,77,3.2267522577089642,4.843097518219609,1,-0.04,2,2
4,78,3.146420344384334,4.065628062604046,3,-0.04,2,2
4,79,2.4149053252325134,4.081401687794948,1,-0.04,2,2
4,80,2.0823674298963026,4.3584660982727454,3,-0.04,2,2
4,81,1.717051282619186,4.14441263536902,1,-0.04,2,2
4,82,1.6996734350563525,4.947386809733693,2,-0.04,2,2
4,83,2.5254783035540185,4.520890579294309,1,-0.04,2,2
4,84,2.139553431514587,4.454458112020123,0,-0.04,2,2
4,85,2.33690769784266,3.6355492534531177,2,-0.04,2,2
4,86,2.853573788413099,3.23167614971758,2,-0.04,2,2
4,87,2.264791445931272,3.841242450089511,2,-0.04,2,2
4,88,2.180454360824736,3.4798450067600033,1,-0.04,2,2
4,89,2.1128196780281017,4.021416319964776,2,-0.04,2,2
4,90,3.4626192013119153,4.578340727028419,2,-0.04,2,2
4,91,3.843578778649362,4.35169100452537,2,-0.04,2,2
4,92,3.4545697582319645,4.876986364804792,1,-0.04,2,2
4,93,3.7156034686314157,4.0638897631770385,2,-0.04,2,2
4,94,3.8126202386520984,4.539282251871549,3,-0.04,2,2
4,95,2.7855761569531667,4.496667635775504,0,-0.04,2,2
4,96,2.2413372938217084,3.4571755249988243,2,-0.04,2,2
4,97,2.753281443729472,3.5740428067189565,3,-0.04,2,2
4,98,2.0950308718668804,3.1286336584100445,3,-0.04,2,2
4,99,2.8315497156172675,3.953187221025344,1,-0.04,2,2
4,100,2.838151728212616,4.605717270940688,3,-0.04,2,-1
5,1,3.087577272397385,2.1029782749744124,2,-0.04,2,2
5,2,3.1469522038036803,2.932752967309879,2,-0.04,2,2
